t,left_hip2_joint
0.252500,-0.000041896
0.255000,-0.000041931
0.257500,-0.000041935
0.260000,-0.000041907
0.262500,-0.000041849
0.265000,-0.000041759
0.267500,-0.000041638
0.270000,-0.000041486
0.272500,-0.000041302
0.275000,-0.000041087
0.277500,-0.000040841
0.280000,-0.000040565
0.282500,-0.000040258
0.285000,-0.000039921
0.287500,-0.000039554
0.290000,-0.000039158
0.292500,-0.000038733
0.295000,-0.000038280
0.297500,-0.000037641
0.300000,-0.000037242
0.302500,-0.000036579
0.305000,-0.000035999
0.307500,-0.000035405
0.310000,-0.000034789
0.312500,-0.000034149
0.315000,-0.000033486
0.317500,-0.000032801
0.320000,-0.000032096
0.322500,-0.000031372
0.325000,-0.000030628
0.327500,-0.000029868
0.330000,-0.000029091
0.332500,-0.000028299
0.335000,-0.000027493
0.337500,-0.000026674
0.340000,-0.000025843
0.342500,-0.000025002
0.345000,-0.000024152
0.347500,-0.000023293
0.350000,-0.000022428
0.352500,-0.000021556
0.355000,-0.000020681
0.357500,-0.000019801
0.360000,-0.000018920
0.362500,-0.000018037
0.365000,-0.000017154
0.367500,-0.000016272
0.370000,-0.000015393
0.372500,-0.000014516
0.375000,-0.000013644
0.377500,-0.000012777
0.380000,-0.000011916
0.382500,-0.000011062
0.385000,-0.000010216
0.387500,-0.000009379
0.390000,-0.000008552
0.392500,-0.000007736
0.395000,-0.000006931
0.397500,-0.000006139
0.400000,-0.000005361
0.402500,-0.000004596
0.405000,-0.000003848
0.407500,-0.000003115
0.410000,-0.000002401
0.412500,-0.000001706
0.415000,-0.000001034
0.417500,-0.000000389
0.420000,0.000000249
0.422500,0.000000893
0.425000,0.000001546
0.427500,0.000002206
0.430000,0.000002875
0.432500,0.000003551
0.435000,0.000004234
0.437500,0.000004925
0.440000,0.000005676
0.442500,0.000006334
0.445000,0.000007093
0.447500,0.000007761
0.450000,0.000008531
0.452500,0.000009259
0.455000,0.000009990
0.457500,0.000010725
0.460000,0.000011461
0.462500,0.000012200
0.465000,0.000012941
0.467500,0.000013683
0.470000,0.000014426
0.472500,0.000015169
0.475000,0.000015912
0.477500,0.000016655
0.480000,0.000017396
0.482500,0.000018135
0.485000,0.000018873
0.487500,0.000019607
0.490000,0.000020339
0.492500,0.000021066
0.495000,0.000021789
0.497500,0.000022508
0.500000,0.000023221
0.502500,0.000023929
0.505000,0.000024630
0.507500,0.000025324
0.510000,0.000026011
0.512500,0.000026691
0.515000,0.000027362
0.517500,0.000028025
0.520000,0.000028678
0.522500,0.000029323
0.525000,0.000029957
0.527500,0.000030581
0.530000,0.000031195
0.532500,0.000031797
0.535000,0.000032388
0.537500,0.000032968
0.540000,0.000033535
0.542500,0.000034091
0.545000,0.000034634
0.547500,0.000035164
0.550000,0.000035681
0.552500,0.000036185
0.555000,0.000036676
0.557500,0.000037153
0.560000,0.000037616
0.562500,0.000038066
0.565000,0.000038502
0.567500,0.000038924
0.570000,0.000039331
0.572500,0.000039725
0.575000,0.000040105
0.577500,0.000040471
0.580000,0.000040822
0.582500,0.000041160
0.585000,0.000041483
0.587500,0.000041793
0.590000,0.000042089
0.592500,0.000042370
0.595000,0.000042639
0.597500,0.000042893
0.600000,0.000043134
0.602500,0.000043226
0.605000,0.000043310
0.607500,0.000043383
0.610000,0.000043444
0.612500,0.000043492
0.615000,0.000043524
0.617500,0.000043556
0.620000,0.000043581
0.622500,0.000043596
0.625000,0.000043596
0.627500,0.000043596
0.630000,0.000043596
0.632500,0.000043564
0.635000,0.000043519
0.637500,0.000043462
0.640000,0.000043392
0.642500,0.000043311
0.645000,0.000043217
0.647500,0.000043110
0.650000,0.000042944
0.652500,0.000042839
0.655000,0.000042651
0.657500,0.000042479
0.660000,0.000042299
0.662500,0.000042106
0.665000,0.000041901
0.667500,0.000041683
0.670000,0.000041453
0.672500,0.000041209
0.675000,0.000040952
0.677500,0.000040682
0.680000,0.000040399
0.682500,0.000040102
0.685000,0.000039792
0.687500,0.000039467
0.690000,0.000039129
0.692500,0.000038777
0.695000,0.000038410
0.697500,0.000038030
0.700000,0.000037635
0.702500,0.000037225
0.705000,0.000036801
0.707500,0.000036363
0.710000,0.000035910
0.712500,0.000035442
0.715000,0.000034960
0.717500,0.000034463
0.720000,0.000033951
0.722500,0.000033425
0.725000,0.000032884
0.727500,0.000032329
0.730000,0.000031760
0.732500,0.000031176
0.735000,0.000030578
0.737500,0.000029966
0.740000,0.000029341
0.742500,0.000028701
0.745000,0.000028048
0.747500,0.000027382
0.750000,0.000026704
0.752500,0.000025966
0.755000,0.000025313
0.757500,0.000024557
0.760000,0.000023881
0.762500,0.000023100
0.765000,0.000022359
0.767500,0.000021609
0.770000,0.000020848
0.772500,0.000020077
0.775000,0.000019297
0.777500,0.000018507
0.780000,0.000017708
0.782500,0.000016900
0.785000,0.000016085
0.787500,0.000015262
0.790000,0.000014433
0.792500,0.000013596
0.795000,0.000012754
0.797500,0.000011907
0.800000,0.000011055
0.802500,0.000010198
0.805000,0.000009338
0.807500,0.000008475
0.810000,0.000007609
0.812500,0.000006742
0.815000,0.000005872
0.817500,0.000005003
0.820000,0.000004133
0.822500,0.000003263
0.825000,0.000002395
0.827500,0.000001528
0.830000,0.000000664
0.832500,-0.000000198
0.835000,-0.000001072
0.837500,-0.000001996
0.840000,-0.000002964
0.842500,-0.000003975
0.845000,-0.000005025
0.847500,-0.000006115
0.850000,-0.000007244
0.852500,-0.000008410
0.855000,-0.000009615
0.857500,-0.000010858
0.860000,-0.000012138
0.862500,-0.000013455
0.865000,-0.000014810
0.867500,-0.000016203
0.870000,-0.000017632
0.872500,-0.000019098
0.875000,-0.000020601
0.877500,-0.000022140
0.880000,-0.000023715
0.882500,-0.000025326
0.885000,-0.000026971
0.887500,-0.000028651
0.890000,-0.000030365
0.892500,-0.000032111
0.895000,-0.000033890
0.897500,-0.000035701
0.900000,-0.000037541
0.902500,-0.000039412
0.905000,-0.000041310
0.907500,-0.000043236
0.910000,-0.000045188
0.912500,-0.000047164
0.915000,-0.000049163
0.917500,-0.000051184
0.920000,-0.000053225
0.922500,-0.000055284
0.925000,-0.000057360
0.927500,-0.000059450
0.930000,-0.000061553
0.932500,-0.000063668
0.935000,-0.000065791
0.937500,-0.000067920
0.940000,-0.000070055
0.942500,-0.000072191
0.945000,-0.000074328
0.947500,-0.000076462
0.950000,-0.000078592
0.952500,-0.000080880
0.955000,-0.000083170
0.957500,-0.000085445
0.960000,-0.000087703
0.962500,-0.000089942
0.965000,-0.000092158
0.967500,-0.000094349
0.970000,-0.000096512
0.972500,-0.000098643
0.975000,-0.000100740
0.977500,-0.000102800
0.980000,-0.000104819
0.982500,-0.000106796
0.985000,-0.000108727
0.987500,-0.000110608
0.990000,-0.000112439
0.992500,-0.000114214
0.995000,-0.000115933
0.997500,-0.000117591
1.000000,-0.000119188
1.002500,-0.000120718
1.005000,-0.000122182
1.007500,-0.000123575
1.010000,-0.000124896
1.012500,-0.000126142
1.015000,-0.000127312
1.017500,-0.000128403
1.020000,-0.000129413
1.022500,-0.000130341
1.025000,-0.000131184
1.027500,-0.000131834
1.030000,-0.000132440
1.032500,-0.000132892
1.035000,-0.000133365
1.037500,-0.000133549
1.040000,-0.000133790
1.042500,-0.000133901
1.045000,-0.000133901
1.047500,-0.000133901
1.050000,-0.000133660
1.052500,-0.000133403
1.055000,-0.000133086
1.057500,-0.000132740
1.060000,-0.000132305
1.062500,-0.000131771
1.065000,-0.000130981
1.067500,-0.000130421
1.070000,-0.000129479
1.072500,-0.000128607
1.075000,-0.000127672
1.077500,-0.000126663
1.080000,-0.000125580
1.082500,-0.000124425
1.085000,-0.000123199
1.087500,-0.000121904
1.090000,-0.000120543
1.092500,-0.000119115
1.095000,-0.000117625
1.097500,-0.000116074
1.100000,-0.000114464
1.102500,-0.000112797
1.105000,-0.000111076
1.107500,-0.000109303
1.110000,-0.000107481
1.112500,-0.000105612
1.115000,-0.000103700
1.117500,-0.000101746
1.120000,-0.000099753
1.122500,-0.000097725
1.125000,-0.000095664
1.127500,-0.000093573
1.130000,-0.000091454
1.132500,-0.000089311
1.135000,-0.000087146
1.137500,-0.000084962
1.140000,-0.000082763
1.142500,-0.000080550
1.145000,-0.000078327
1.147500,-0.000076097
1.150000,-0.000073862
1.152500,-0.000071624
1.155000,-0.000069387
1.157500,-0.000066913
1.160000,-0.000064829
1.162500,-0.000062387
1.165000,-0.000060324
1.167500,-0.000057910
1.170000,-0.000055651
1.172500,-0.000053417
1.175000,-0.000051207
1.177500,-0.000049022
1.180000,-0.000046865
1.182500,-0.000044736
1.185000,-0.000042638
1.187500,-0.000040573
1.190000,-0.000038541
1.192500,-0.000036544
1.195000,-0.000034583
1.197500,-0.000032659
1.200000,-0.000030774
1.202500,-0.000028928
1.205000,-0.000027121
1.207500,-0.000025356
1.210000,-0.000023632
1.212500,-0.000021950
1.215000,-0.000020310
1.217500,-0.000018712
1.220000,-0.000017158
1.222500,-0.000015646
1.225000,-0.000014178
1.227500,-0.000012753
1.230000,-0.000011372
1.232500,-0.000010034
1.235000,-0.000008740
1.237500,-0.000007489
1.240000,-0.000006283
1.242500,-0.000005122
1.245000,-0.000004007
1.247500,-0.000002940
1.250000,-0.000001928
1.252500,-0.000000952
1.255000,0.000000021
1.257500,0.000000994
1.260000,0.000001966
1.262500,0.000002936
1.265000,0.000003903
1.267500,0.000004868
1.270000,0.000005830
1.272500,0.000006788
1.275000,0.000007741
1.277500,0.000008689
1.280000,0.000009632
1.282500,0.000010569
1.285000,0.000011499
1.287500,0.000012422
1.290000,0.000013337
1.292500,0.000014244
1.295000,0.000015143
1.297500,0.000016032
1.300000,0.000016911
1.302500,0.000017780
1.305000,0.000018639
1.307500,0.000019486
1.310000,0.000020321
1.312500,0.000021145
1.315000,0.000021956
1.317500,0.000022754
1.320000,0.000023538
1.322500,0.000024310
1.325000,0.000025067
1.327500,0.000025810
1.330000,0.000026538
1.332500,0.000027252
1.335000,0.000027950
1.337500,0.000028633
1.340000,0.000029301
1.342500,0.000029953
1.345000,0.000030589
1.347500,0.000031209
1.350000,0.000031813
1.352500,0.000032401
1.355000,0.000032972
1.357500,0.000033527
1.360000,0.000034065
1.362500,0.000034588
1.365000,0.000035093
1.367500,0.000035582
1.370000,0.000036055
1.372500,0.000036512
1.375000,0.000036952
1.377500,0.000037377
1.380000,0.000037785
1.382500,0.000038177
1.385000,0.000038553
1.387500,0.000038914
1.390000,0.000039260
1.392500,0.000039570
1.395000,0.000039912
1.397500,0.000040195
1.400000,0.000040487
1.402500,0.000040767
1.405000,0.000041033
1.407500,0.000041284
1.410000,0.000041521
1.412500,0.000041743
1.415000,0.000041952
1.417500,0.000042147
1.420000,0.000042328
1.422500,0.000042496
1.425000,0.000042650
1.427500,0.000042792
1.430000,0.000042920
1.432500,0.000043036
1.435000,0.000043140
1.437500,0.000043231
1.440000,0.000043309
1.442500,0.000043376
1.445000,0.000043430
1.447500,0.000043465
1.450000,0.000043502
1.452500,0.000043532
1.455000,0.000043551
1.457500,0.000043558
1.460000,0.000043558
1.462500,0.000043558
1.465000,0.000043528
1.467500,0.000043487
1.470000,0.000043434
1.472500,0.000043369
1.475000,0.000043292
1.477500,0.000043203
1.480000,0.000043102
1.482500,0.000042988
1.485000,0.000042811
1.487500,0.000042700
1.490000,0.000042504
1.492500,0.000042325
1.495000,0.000042137
1.497500,0.000041937
1.500000,0.000041724
1.502500,0.000041499
1.505000,0.000041260
1.507500,0.000041009
1.510000,0.000040744
1.512500,0.000040466
1.515000,0.000040175
1.517500,0.000039870
1.520000,0.000039551
1.522500,0.000039218
1.525000,0.000038871
1.527500,0.000038510
1.530000,0.000038134
1.532500,0.000037745
1.535000,0.000037341
1.537500,0.000036922
1.540000,0.000036489
1.542500,0.000036042
1.545000,0.000035579
1.547500,0.000035102
1.550000,0.000034611
1.552500,0.000034105
1.555000,0.000033584
1.557500,0.000033048
1.560000,0.000032499
1.562500,0.000031934
1.565000,0.000031356
1.567500,0.000030763
1.570000,0.000030156
1.572500,0.000029536
1.575000,0.000028901
1.577500,0.000028253
1.580000,0.000027592
1.582500,0.000026918
1.585000,0.000026231
1.587500,0.000025485
1.590000,0.000024825
1.592500,0.000024060
1.595000,0.000023335
1.597500,0.000022600
1.600000,0.000021854
1.602500,0.000021097
1.605000,0.000020330
1.607500,0.000019553
1.610000,0.000018766
1.612500,0.000017970
1.615000,0.000017166
1.617500,0.000016353
1.620000,0.000015533
1.622500,0.000014706
1.625000,0.000013872
1.627500,0.000013032
1.630000,0.000012186
1.632500,0.000011336
1.635000,0.000010481
1.637500,0.000009622
1.640000,0.000008760
1.642500,0.000007895
1.645000,0.000007028
1.647500,0.000006160
1.650000,0.000005290
1.652500,0.000004420
1.655000,0.000003551
1.657500,0.000002682
1.660000,0.000001815
1.662500,0.000000950
1.665000,0.000000087
1.667500,-0.000000777
1.670000,-0.000001684
1.672500,-0.000002638
1.675000,-0.000003635
1.677500,-0.000004672
1.680000,-0.000005749
1.682500,-0.000006865
1.685000,-0.000008019
1.687500,-0.000009211
1.690000,-0.000010441
1.692500,-0.000011708
1.695000,-0.000013013
1.697500,-0.000014356
1.700000,-0.000015736
1.702500,-0.000017153
1.705000,-0.000018606
1.707500,-0.000020097
1.710000,-0.000021624
1.712500,-0.000023187
1.715000,-0.000024786
1.717500,-0.000026420
1.720000,-0.000028088
1.722500,-0.000029790
1.725000,-0.000031526
1.727500,-0.000033294
1.730000,-0.000035094
1.732500,-0.000036925
1.735000,-0.000038786
1.737500,-0.000040675
1.740000,-0.000042592
1.742500,-0.000044535
1.745000,-0.000046503
1.747500,-0.000048495
1.750000,-0.000050509
1.752500,-0.000052543
1.755000,-0.000054596
1.757500,-0.000056667
1.760000,-0.000058752
1.762500,-0.000060851
1.765000,-0.000062962
1.767500,-0.000065082
1.770000,-0.000067210
1.772500,-0.000069343
1.775000,-0.000071479
1.777500,-0.000073616
1.780000,-0.000075751
1.782500,-0.000077883
1.785000,-0.000080124
1.787500,-0.000082409
1.790000,-0.000084688
1.792500,-0.000086953
1.795000,-0.000089198
1.797500,-0.000091422
1.800000,-0.000093622
1.802500,-0.000095794
1.805000,-0.000097936
1.807500,-0.000100045
1.810000,-0.000102118
1.812500,-0.000104151
1.815000,-0.000106142
1.817500,-0.000108089
1.820000,-0.000109987
1.822500,-0.000111835
1.825000,-0.000113629
1.827500,-0.000115367
1.830000,-0.000117046
1.832500,-0.000118663
1.835000,-0.000120216
1.837500,-0.000121702
1.840000,-0.000123119
1.842500,-0.000124464
1.845000,-0.000125736
1.847500,-0.000126931
1.850000,-0.000128048
1.852500,-0.000129086
1.855000,-0.000130041
1.857500,-0.000130913
1.860000,-0.000131588
1.862500,-0.000132223
1.865000,-0.000132702
1.867500,-0.000133205
1.870000,-0.000133594
1.872500,-0.000133761
1.875000,-0.000133865
1.877500,-0.000133865
1.880000,-0.000133865
1.882500,-0.000133745
1.885000,-0.000133555
1.887500,-0.000133275
1.890000,-0.000132915
1.892500,-0.000132475
1.895000,-0.000131958
1.897500,-0.000131363
1.900000,-0.000130502
1.902500,-0.000129902
1.905000,-0.000128898
1.907500,-0.000127974
1.910000,-0.000126989
1.912500,-0.000125931
1.915000,-0.000124801
1.917500,-0.000123599
1.920000,-0.000122327
1.922500,-0.000120988
1.925000,-0.000119583
1.927500,-0.000118114
1.930000,-0.000116583
1.932500,-0.000114993
1.935000,-0.000113345
1.937500,-0.000111642
1.940000,-0.000109887
1.942500,-0.000108081
1.945000,-0.000106228
1.947500,-0.000104331
1.950000,-0.000102391
1.952500,-0.000100411
1.955000,-0.000098395
1.957500,-0.000096345
1.960000,-0.000094263
1.962500,-0.000092154
1.965000,-0.000090019
1.967500,-0.000087861
1.970000,-0.000085684
1.972500,-0.000083489
1.975000,-0.000081281
1.977500,-0.000079062
1.980000,-0.000076834
1.982500,-0.000074600
1.985000,-0.000072363
1.987500,-0.000070126
1.990000,-0.000067891
1.992500,-0.000065421
1.995000,-0.000063342
1.997500,-0.000060907
2.000000,-0.000058624
2.002500,-0.000056365
2.005000,-0.000054125
2.007500,-0.000051909
2.010000,-0.000049717
2.012500,-0.000047552
2.015000,-0.000045415
2.017500,-0.000043308
2.020000,-0.000041233
2.022500,-0.000039191
2.025000,-0.000037183
2.027500,-0.000035211
2.030000,-0.000033276
2.032500,-0.000031379
2.035000,-0.000029521
2.037500,-0.000027702
2.040000,-0.000025924
2.042500,-0.000024187
2.045000,-0.000022491
2.047500,-0.000020838
2.050000,-0.000019227
2.052500,-0.000017659
2.055000,-0.000016133
2.057500,-0.000014651
2.060000,-0.000013213
2.062500,-0.000011817
2.065000,-0.000010465
2.067500,-0.000009157
2.070000,-0.000007893
2.072500,-0.000006672
2.075000,-0.000005497
2.077500,-0.000004366
2.080000,-0.000003283
2.082500,-0.000002252
2.085000,-0.000001271
2.087500,-0.000000297
2.090000,0.000000676
2.092500,0.000001647
2.095000,0.000002618
2.097500,0.000003586
2.100000,0.000004552
2.102500,0.000005514
2.105000,0.000006473
2.107500,0.000007428
2.110000,0.000008378
2.112500,0.000009322
2.115000,0.000010261
2.117500,0.000011193
2.120000,0.000012118
2.122500,0.000013036
2.125000,0.000013946
2.127500,0.000014847
2.130000,0.000015739
2.132500,0.000016622
2.135000,0.000017494
2.137500,0.000018356
2.140000,0.000019207
2.142500,0.000020046
2.145000,0.000020873
2.147500,0.000021688
2.150000,0.000022491
2.152500,0.000023280
2.155000,0.000024056
2.157500,0.000024817
2.160000,0.000025565
2.162500,0.000026298
2.165000,0.000027017
2.167500,0.000027720
2.170000,0.000028409
2.172500,0.000029081
2.175000,0.000029738
2.177500,0.000030380
2.180000,0.000031005
2.182500,0.000031614
2.185000,0.000032207
2.187500,0.000032784
2.190000,0.000033344
2.192500,0.000033888
2.195000,0.000034416
2.197500,0.000034927
2.200000,0.000035422
2.202500,0.000035900
2.205000,0.000036362
2.207500,0.000036808
2.210000,0.000037237
2.212500,0.000037651
2.215000,0.000038048
2.217500,0.000038430
2.220000,0.000038796
2.222500,0.000039147
2.225000,0.000039482
2.227500,0.000039782
2.230000,0.000040114
2.232500,0.000040388
2.235000,0.000040670
2.237500,0.000040941
2.240000,0.000041197
2.242500,0.000041438
2.245000,0.000041666
2.247500,0.000041879
2.250000,0.000042079
2.252500,0.000042265
2.255000,0.000042437
2.257500,0.000042596
2.260000,0.000042742
2.262500,0.000042875
2.265000,0.000042996
2.267500,0.000043103
2.270000,0.000043198
2.272500,0.000043281
2.275000,0.000043352
2.277500,0.000043410
2.280000,0.000043448
2.282500,0.000043489
2.285000,0.000043522
2.287500,0.000043546
2.290000,0.000043557
2.292500,0.000043557
2.295000,0.000043557
2.297500,0.000043557
2.300000,0.000043514
2.302500,0.000043463
2.305000,0.000043402
2.307500,0.000043328
2.310000,0.000043243
2.312500,0.000043145
2.315000,0.000043036
2.317500,0.000042864
2.320000,0.000042756
2.322500,0.000042565
2.325000,0.000042390
2.327500,0.000042206
2.330000,0.000042010
2.332500,0.000041801
2.335000,0.000041580
2.337500,0.000041346
2.340000,0.000041099
2.342500,0.000040839
2.345000,0.000040565
2.347500,0.000040278
2.350000,0.000039977
2.352500,0.000039662
2.355000,0.000039334
2.357500,0.000038992
2.360000,0.000038635
2.362500,0.000038265
2.365000,0.000037880
2.367500,0.000037480
2.370000,0.000037067
2.372500,0.000036638
2.375000,0.000036196
2.377500,0.000035738
2.380000,0.000035266
2.382500,0.000034779
2.385000,0.000034278
2.387500,0.000033762
2.390000,0.000033231
2.392500,0.000032686
2.395000,0.000032127
2.397500,0.000031553
2.400000,0.000030965
2.402500,0.000030362
2.405000,0.000029746
2.407500,0.000029116
2.410000,0.000028473
2.412500,0.000027816
2.415000,0.000027146
2.417500,0.000026463
2.420000,0.000025722
2.422500,0.000025066
2.425000,0.000024305
2.427500,0.000023583
2.430000,0.000022852
2.432500,0.000022109
2.435000,0.000021355
2.437500,0.000020591
2.440000,0.000019817
2.442500,0.000019034
2.445000,0.000018241
2.447500,0.000017439
2.450000,0.000016629
2.452500,0.000015811
2.455000,0.000014986
2.457500,0.000014154
2.460000,0.000013316
2.462500,0.000012472
2.465000,0.000011623
2.467500,0.000010769
2.470000,0.000009912
2.472500,0.000009050
2.475000,0.000008186
2.477500,0.000007320
2.480000,0.000006452
2.482500,0.000005582
2.485000,0.000004712
2.487500,0.000003843
2.490000,0.000002974
2.492500,0.000002106
2.495000,0.000001240
2.497500,0.000000376
2.500000,-0.000000485
2.502500,-0.000001375
2.505000,-0.000002314
2.507500,-0.000003297
2.510000,-0.000004321
2.512500,-0.000005385
2.515000,-0.000006487
2.517500,-0.000007629
2.520000,-0.000008808
2.522500,-0.000010025
2.525000,-0.000011280
2.527500,-0.000012573
2.530000,-0.000013903
2.532500,-0.000015270
2.535000,-0.000016675
2.537500,-0.000018117
2.540000,-0.000019595
2.542500,-0.000021110
2.545000,-0.000022661
2.547500,-0.000024248
2.550000,-0.000025870
2.552500,-0.000027527
2.555000,-0.000029218
2.557500,-0.000030943
2.560000,-0.000032701
2.562500,-0.000034490
2.565000,-0.000036311
2.567500,-0.000038162
2.570000,-0.000040042
2.572500,-0.000041949
2.575000,-0.000043884
2.577500,-0.000045844
2.580000,-0.000047828
2.582500,-0.000049834
2.585000,-0.000051862
2.587500,-0.000053909
2.590000,-0.000055974
2.592500,-0.000058055
2.595000,-0.000060150
2.597500,-0.000062257
2.600000,-0.000064374
2.602500,-0.000066500
2.605000,-0.000068631
2.607500,-0.000070767
2.610000,-0.000072904
2.612500,-0.000075040
2.615000,-0.000077173
2.617500,-0.000079351
2.620000,-0.000081648
2.622500,-0.000083930
2.625000,-0.000086199
2.627500,-0.000088452
2.630000,-0.000090683
2.632500,-0.000092891
2.635000,-0.000095073
2.637500,-0.000097226
2.640000,-0.000099346
2.642500,-0.000101431
2.645000,-0.000103478
2.647500,-0.000105483
2.650000,-0.000107445
2.652500,-0.000109360
2.655000,-0.000111224
2.657500,-0.000113037
2.660000,-0.000114794
2.662500,-0.000116493
2.665000,-0.000118131
2.667500,-0.000119705
2.670000,-0.000121214
2.672500,-0.000122654
2.675000,-0.000124024
2.677500,-0.000125320
2.680000,-0.000126541
2.682500,-0.000127685
2.685000,-0.000128749
2.687500,-0.000129732
2.690000,-0.000130631
2.692500,-0.000131333
2.695000,-0.000131996
2.697500,-0.000132503
2.700000,-0.000133036
2.702500,-0.000133454
2.705000,-0.000133643
2.707500,-0.000133772
2.710000,-0.000133772
2.712500,-0.000133772
2.715000,-0.000133721
2.717500,-0.000133569
2.720000,-0.000133320
2.722500,-0.000132987
2.725000,-0.000132575
2.727500,-0.000132084
2.730000,-0.000131515
2.732500,-0.000130690
2.735000,-0.000130110
2.737500,-0.000129139
2.740000,-0.000128242
2.742500,-0.000127284
2.745000,-0.000126251
2.747500,-0.000125146
2.750000,-0.000123969
2.752500,-0.000122721
2.755000,-0.000121406
2.757500,-0.000120023
2.760000,-0.000118576
2.762500,-0.000117067
2.765000,-0.000115497
2.767500,-0.000113869
2.770000,-0.000112185
2.772500,-0.000110448
2.775000,-0.000108660
2.777500,-0.000106823
2.780000,-0.000104941
2.782500,-0.000103016
2.785000,-0.000101050
2.787500,-0.000099046
2.790000,-0.000097008
2.792500,-0.000094937
2.795000,-0.000092838
2.797500,-0.000090712
2.800000,-0.000088562
2.802500,-0.000086391
2.805000,-0.000084203
2.807500,-0.000082000
2.810000,-0.000079785
2.812500,-0.000077560
2.815000,-0.000075328
2.817500,-0.000073093
2.820000,-0.000070856
2.822500,-0.000068621
2.825000,-0.000066149
2.827500,-0.000064068
2.830000,-0.000061630
2.832500,-0.000059344
2.835000,-0.000057080
2.837500,-0.000054836
2.840000,-0.000052613
2.842500,-0.000050414
2.845000,-0.000048242
2.847500,-0.000046097
2.850000,-0.000043981
2.852500,-0.000041896
2.855000,-0.000039844
2.857500,-0.000037826
2.860000,-0.000035843
2.862500,-0.000033897
2.865000,-0.000031988
2.867500,-0.000030118
2.870000,-0.000028287
2.872500,-0.000026496
2.875000,-0.000024746
2.877500,-0.000023037
2.880000,-0.000021371
2.882500,-0.000019746
2.885000,-0.000018164
2.887500,-0.000016625
2.890000,-0.000015130
2.892500,-0.000013677
2.895000,-0.000012268
2.897500,-0.000010902
2.900000,-0.000009579
2.902500,-0.000008301
2.905000,-0.000007066
2.907500,-0.000005876
2.910000,-0.000004731
2.912500,-0.000003632
2.915000,-0.000002583
2.917500,-0.000001590
2.920000,-0.000000616
2.922500,0.000000357
2.925000,0.000001329
2.927500,0.000002300
2.930000,0.000003268
2.932500,0.000004235
2.935000,0.000005198
2.937500,0.000006158
2.940000,0.000007114
2.942500,0.000008065
2.945000,0.000009011
2.947500,0.000009952
2.950000,0.000010886
2.952500,0.000011814
2.955000,0.000012734
2.957500,0.000013646
2.960000,0.000014550
2.962500,0.000015445
2.965000,0.000016331
2.967500,0.000017207
2.970000,0.000018072
2.972500,0.000018926
2.975000,0.000019769
2.977500,0.000020601
2.980000,0.000021420
2.982500,0.000022226
2.985000,0.000023020
2.987500,0.000023800
2.990000,0.000024566
2.992500,0.000025319
2.995000,0.000026057
2.997500,0.000026780
3.000000,0.000027489
3.002500,0.000028182
3.005000,0.000028860
3.007500,0.000029522
3.010000,0.000030169
3.012500,0.000030799
3.015000,0.000031414
3.017500,0.000032012
3.020000,0.000032594
