t,left_thigh_joint
5.137500,0.000178318
5.140000,0.000181656
5.142500,0.000184959
5.145000,0.000188224
5.147500,0.000191449
5.150000,0.000194632
5.152500,0.000197772
5.155000,0.000200868
5.157500,0.000203954
5.160000,0.000206926
5.162500,0.000209912
5.165000,0.000212781
5.167500,0.000215665
5.170000,0.000218229
5.172500,0.000220852
5.175000,0.000223432
5.177500,0.000225957
5.180000,0.000228425
5.182500,0.000230833
5.185000,0.000233181
5.187500,0.000235467
5.190000,0.000237689
5.192500,0.000239847
5.195000,0.000241939
5.197500,0.000243963
5.200000,0.000245919
5.202500,0.000247805
5.205000,0.000249620
5.207500,0.000251362
5.210000,0.000253031
5.212500,0.000254625
5.215000,0.000256143
5.217500,0.000257585
5.220000,0.000258948
5.222500,0.000260232
5.225000,0.000261437
5.227500,0.000262367
5.230000,0.000263293
5.232500,0.000264145
5.235000,0.000264919
5.237500,0.000265614
5.240000,0.000266227
5.242500,0.000266527
5.245000,0.000266811
5.247500,0.000267131
5.250000,0.000267321
5.252500,0.000267321
5.255000,0.000267321
5.257500,0.000267249
5.260000,0.000267172
5.262500,0.000266986
5.265000,0.000266714
5.267500,0.000266263
5.270000,0.000265895
5.272500,0.000265437
5.275000,0.000264882
5.277500,0.000264243
5.280000,0.000263576
5.282500,0.000262787
5.285000,0.000261908
5.287500,0.000260947
5.290000,0.000259906
5.292500,0.000258785
5.295000,0.000257463
5.297500,0.000256307
5.300000,0.000254824
5.302500,0.000253381
5.305000,0.000251864
5.307500,0.000250266
5.310000,0.000248586
5.312500,0.000246826
5.315000,0.000244987
5.317500,0.000243070
5.320000,0.000241076
5.322500,0.000239005
5.325000,0.000236860
5.327500,0.000234640
5.330000,0.000232348
5.332500,0.000229985
5.335000,0.000227552
5.337500,0.000225050
5.340000,0.000222482
5.342500,0.000219847
5.345000,0.000217148
5.347500,0.000214387
5.350000,0.000211565
5.352500,0.000208684
5.355000,0.000205745
5.357500,0.000202750
5.360000,0.000199700
5.362500,0.000196599
5.365000,0.000193447
5.367500,0.000190246
5.370000,0.000186999
5.372500,0.000183706
5.375000,0.000180371
5.377500,0.000176995
5.380000,0.000173580
5.382500,0.000170128
5.385000,0.000166641
5.387500,0.000162859
5.390000,0.000159440
5.392500,0.000155607
5.395000,0.000151878
5.397500,0.000148132
5.400000,0.000144368
5.402500,0.000140589
5.405000,0.000136795
5.407500,0.000132991
5.410000,0.000129177
5.412500,0.000125356
5.415000,0.000121530
5.417500,0.000117701
5.420000,0.000113872
5.422500,0.000110044
5.425000,0.000106221
5.427500,0.000102403
5.430000,0.000098593
5.432500,0.000094793
5.435000,0.000091006
5.437500,0.000087233
5.440000,0.000083477
5.442500,0.000079739
5.445000,0.000076022
5.447500,0.000072329
5.450000,0.000068659
5.452500,0.000065017
5.455000,0.000061404
5.457500,0.000057823
5.460000,0.000054274
5.462500,0.000050760
5.465000,0.000047284
5.467500,0.000043847
5.470000,0.000040452
5.472500,0.000037100
5.475000,0.000033794
5.477500,0.000030537
5.480000,0.000027329
5.482500,0.000024174
5.485000,0.000021075
5.487500,0.000018034
5.490000,0.000015055
5.492500,0.000012142
5.495000,0.000009299
5.497500,0.000006534
5.500000,0.000003863
5.502500,0.000001254
5.505000,-0.000001360
5.507500,-0.000003982
5.510000,-0.000006610
5.512500,-0.000009244
5.515000,-0.000011884
5.517500,-0.000014529
5.520000,-0.000017179
5.522500,-0.000019832
5.525000,-0.000022490
5.527500,-0.000025150
5.530000,-0.000027813
5.532500,-0.000030477
5.535000,-0.000033142
5.537500,-0.000035808
5.540000,-0.000038473
5.542500,-0.000041137
5.545000,-0.000043800
5.547500,-0.000046460
5.550000,-0.000049117
5.552500,-0.000051770
5.555000,-0.000054418
5.557500,-0.000057061
5.560000,-0.000059697
5.562500,-0.000062327
5.565000,-0.000064949
5.567500,-0.000067562
5.570000,-0.000070166
5.572500,-0.000072759
5.575000,-0.000075342
5.577500,-0.000077912
5.580000,-0.000080470
5.582500,-0.000083015
5.585000,-0.000085545
5.587500,-0.000088060
5.590000,-0.000090558
5.592500,-0.000093040
5.595000,-0.000095504
5.597500,-0.000097950
5.600000,-0.000100376
5.602500,-0.000102782
5.605000,-0.000105167
5.607500,-0.000107530
5.610000,-0.000109870
5.612500,-0.000112186
5.615000,-0.000114478
5.617500,-0.000116744
5.620000,-0.000118984
5.622500,-0.000121197
5.625000,-0.000123382
5.627500,-0.000125467
5.630000,-0.000127690
5.632500,-0.000129721
5.635000,-0.000131879
5.637500,-0.000133849
5.640000,-0.000135874
5.642500,-0.000137871
5.645000,-0.000139834
5.647500,-0.000141761
5.650000,-0.000143651
5.652500,-0.000145504
5.655000,-0.000147319
5.657500,-0.000149095
5.660000,-0.000150832
5.662500,-0.000152528
5.665000,-0.000154182
5.667500,-0.000155795
5.670000,-0.000157365
5.672500,-0.000158892
5.675000,-0.000160374
5.677500,-0.000161812
5.680000,-0.000163205
5.682500,-0.000164551
5.685000,-0.000165851
5.687500,-0.000167103
5.690000,-0.000168308
5.692500,-0.000169463
5.695000,-0.000170570
5.697500,-0.000171628
5.700000,-0.000172635
5.702500,-0.000173592
5.705000,-0.000174498
5.707500,-0.000175352
5.710000,-0.000176154
5.712500,-0.000176905
5.715000,-0.000177552
5.717500,-0.000178282
5.720000,-0.000178839
5.722500,-0.000179409
5.725000,-0.000179936
5.727500,-0.000180410
5.730000,-0.000180828
5.732500,-0.000181191
5.735000,-0.000181497
5.737500,-0.000181746
5.740000,-0.000181898
5.742500,-0.000182056
5.745000,-0.000182184
5.747500,-0.000182266
5.750000,-0.000182266
5.752500,-0.000182266
5.755000,-0.000182266
5.757500,-0.000182266
5.760000,-0.000182029
5.762500,-0.000181757
5.765000,-0.000181437
5.767500,-0.000180886
5.770000,-0.000180541
5.772500,-0.000179885
5.775000,-0.000179267
5.777500,-0.000178612
5.780000,-0.000177908
5.782500,-0.000177152
5.785000,-0.000176345
5.787500,-0.000175486
5.790000,-0.000174577
5.792500,-0.000173618
5.795000,-0.000172610
5.797500,-0.000171552
5.800000,-0.000170297
5.802500,-0.000169256
5.805000,-0.000167922
5.807500,-0.000166654
5.810000,-0.000165351
5.812500,-0.000164006
5.815000,-0.000162620
5.817500,-0.000161192
5.820000,-0.000159724
5.822500,-0.000158216
5.825000,-0.000156668
5.827500,-0.000155083
5.830000,-0.000153459
5.832500,-0.000151799
5.835000,-0.000150103
5.837500,-0.000148371
5.840000,-0.000146604
5.842500,-0.000144804
5.845000,-0.000142971
5.847500,-0.000141106
5.850000,-0.000139209
5.852500,-0.000137282
5.855000,-0.000135325
5.857500,-0.000133339
5.860000,-0.000131324
5.862500,-0.000129283
5.865000,-0.000127215
5.867500,-0.000125121
5.870000,-0.000123003
5.872500,-0.000120860
5.875000,-0.000118694
5.877500,-0.000116506
5.880000,-0.000114296
5.882500,-0.000112066
5.885000,-0.000109815
5.887500,-0.000107545
5.890000,-0.000105257
5.892500,-0.000102952
5.895000,-0.000100629
5.897500,-0.000098291
5.900000,-0.000095868
5.902500,-0.000093602
5.905000,-0.000091157
5.907500,-0.000088798
5.910000,-0.000086429
5.912500,-0.000084047
5.915000,-0.000081653
5.917500,-0.000079248
5.920000,-0.000076833
5.922500,-0.000074408
5.925000,-0.000071974
5.927500,-0.000069532
5.930000,-0.000067083
5.932500,-0.000064628
5.935000,-0.000062167
5.937500,-0.000059700
5.940000,-0.000057230
5.942500,-0.000054757
5.945000,-0.000052280
5.947500,-0.000049802
5.950000,-0.000047323
5.952500,-0.000044843
5.955000,-0.000042363
5.957500,-0.000039885
5.960000,-0.000037408
5.962500,-0.000034934
5.965000,-0.000032463
5.967500,-0.000029996
5.970000,-0.000027534
5.972500,-0.000025077
5.975000,-0.000022626
5.977500,-0.000020182
5.980000,-0.000017745
5.982500,-0.000015317
5.985000,-0.000012897
5.987500,-0.000010487
5.990000,-0.000008087
5.992500,-0.000005697
5.995000,-0.000003320
5.997500,-0.000000954
6.000000,0.000001399
6.002500,0.000003805
6.005000,0.000006297
6.007500,0.000008863
6.010000,0.000011493
6.012500,0.000014183
6.015000,0.000016928
6.017500,0.000019726
6.020000,0.000022573
6.022500,0.000025467
6.025000,0.000028405
6.027500,0.000031385
6.030000,0.000034405
6.032500,0.000037464
6.035000,0.000040558
6.037500,0.000043687
6.040000,0.000046849
6.042500,0.000050041
6.045000,0.000053262
6.047500,0.000056511
6.050000,0.000059785
6.052500,0.000063083
6.055000,0.000066404
6.057500,0.000069745
6.060000,0.000073106
6.062500,0.000076484
6.065000,0.000079879
6.067500,0.000083288
6.070000,0.000086710
6.072500,0.000090143
6.075000,0.000093586
6.077500,0.000097037
6.080000,0.000100495
6.082500,0.000103958
6.085000,0.000107425
6.087500,0.000110894
6.090000,0.000114363
6.092500,0.000117832
6.095000,0.000121298
6.097500,0.000124760
6.100000,0.000128216
6.102500,0.000131665
6.105000,0.000135105
6.107500,0.000138535
6.110000,0.000141953
6.112500,0.000145357
6.115000,0.000148747
6.117500,0.000152120
6.120000,0.000155475
6.122500,0.000158810
6.125000,0.000162124
6.127500,0.000165415
6.130000,0.000168681
6.132500,0.000171922
6.135000,0.000175135
6.137500,0.000178318
6.140000,0.000181656
6.142500,0.000184959
6.145000,0.000188224
6.147500,0.000191449
6.150000,0.000194632
6.152500,0.000197772
6.155000,0.000200868
6.157500,0.000203954
6.160000,0.000206926
6.162500,0.000209912
6.165000,0.000212781
6.167500,0.000215665
6.170000,0.000218229
6.172500,0.000220852
6.175000,0.000223432
6.177500,0.000225957
6.180000,0.000228425
6.182500,0.000230833
6.185000,0.000233181
6.187500,0.000235467
6.190000,0.000237689
6.192500,0.000239847
6.195000,0.000241939
6.197500,0.000243963
6.200000,0.000245919
6.202500,0.000247805
6.205000,0.000249620
6.207500,0.000251362
6.210000,0.000253031
6.212500,0.000254625
6.215000,0.000256143
6.217500,0.000257585
6.220000,0.000258948
6.222500,0.000260232
6.225000,0.000261437
6.227500,0.000262367
6.230000,0.000263293
6.232500,0.000264145
6.235000,0.000264919
6.237500,0.000265614
6.240000,0.000266227
6.242500,0.000266527
6.245000,0.000266811
6.247500,0.000267131
6.250000,0.000267321
6.252500,0.000267321
6.255000,0.000267321
6.257500,0.000267249
6.260000,0.000267172
6.262500,0.000266986
6.265000,0.000266714
6.267500,0.000266263
6.270000,0.000265895
6.272500,0.000265437
6.275000,0.000264882
6.277500,0.000264243
6.280000,0.000263576
6.282500,0.000262787
6.285000,0.000261908
6.287500,0.000260947
6.290000,0.000259906
6.292500,0.000258785
6.295000,0.000257463
6.297500,0.000256307
6.300000,0.000254824
6.302500,0.000253381
6.305000,0.000251864
6.307500,0.000250266
6.310000,0.000248586
6.312500,0.000246826
6.315000,0.000244987
6.317500,0.000243070
6.320000,0.000241076
6.322500,0.000239005
6.325000,0.000236860
6.327500,0.000234640
6.330000,0.000232348
6.332500,0.000229985
6.335000,0.000227552
6.337500,0.000225050
6.340000,0.000222482
6.342500,0.000219847
6.345000,0.000217148
6.347500,0.000214387
6.350000,0.000211565
6.352500,0.000208684
6.355000,0.000205745
6.357500,0.000202750
6.360000,0.000199700
6.362500,0.000196599
6.365000,0.000193447
6.367500,0.000190246
6.370000,0.000186999
6.372500,0.000183706
6.375000,0.000180371
6.377500,0.000176995
6.380000,0.000173580
6.382500,0.000170128
6.385000,0.000166641
6.387500,0.000162859
6.390000,0.000159440
6.392500,0.000155607
6.395000,0.000151878
6.397500,0.000148132
6.400000,0.000144368
6.402500,0.000140589
6.405000,0.000136795
6.407500,0.000132991
6.410000,0.000129177
6.412500,0.000125356
6.415000,0.000121530
6.417500,0.000117701
6.420000,0.000113872
6.422500,0.000110044
6.425000,0.000106221
6.427500,0.000102403
6.430000,0.000098593
6.432500,0.000094793
6.435000,0.000091006
6.437500,0.000087233
6.440000,0.000083477
6.442500,0.000079739
6.445000,0.000076022
6.447500,0.000072328
6.450000,0.000068659
6.452500,0.000065017
6.455000,0.000061404
6.457500,0.000057823
6.460000,0.000054274
6.462500,0.000050760
6.465000,0.000047284
6.467500,0.000043847
6.470000,0.000040452
6.472500,0.000037100
6.475000,0.000033794
6.477500,0.000030537
6.480000,0.000027329
6.482500,0.000024174
6.485000,0.000021075
6.487500,0.000018034
6.490000,0.000015055
6.492500,0.000012142
6.495000,0.000009299
6.497500,0.000006534
6.500000,0.000003863
6.502500,0.000001254
6.505000,-0.000001360
6.507500,-0.000003982
6.510000,-0.000006610
6.512500,-0.000009244
6.515000,-0.000011884
6.517500,-0.000014529
6.520000,-0.000017179
6.522500,-0.000019832
6.525000,-0.000022490
6.527500,-0.000025150
6.530000,-0.000027813
6.532500,-0.000030477
6.535000,-0.000033142
6.537500,-0.000035808
6.540000,-0.000038473
6.542500,-0.000041137
6.545000,-0.000043800
6.547500,-0.000046460
6.550000,-0.000049117
6.552500,-0.000051770
6.555000,-0.000054418
6.557500,-0.000057061
6.560000,-0.000059697
6.562500,-0.000062327
6.565000,-0.000064949
6.567500,-0.000067562
6.570000,-0.000070166
6.572500,-0.000072759
6.575000,-0.000075342
6.577500,-0.000077912
6.580000,-0.000080470
6.582500,-0.000083015
6.585000,-0.000085545
6.587500,-0.000088060
6.590000,-0.000090558
6.592500,-0.000093040
6.595000,-0.000095504
6.597500,-0.000097950
6.600000,-0.000100376
6.602500,-0.000102782
6.605000,-0.000105167
6.607500,-0.000107530
6.610000,-0.000109870
6.612500,-0.000112186
6.615000,-0.000114478
6.617500,-0.000116744
6.620000,-0.000118984
6.622500,-0.000121197
6.625000,-0.000123382
6.627500,-0.000125467
6.630000,-0.000127690
6.632500,-0.000129721
6.635000,-0.000131879
6.637500,-0.000133849
6.640000,-0.000135874
6.642500,-0.000137871
6.645000,-0.000139834
6.647500,-0.000141761
6.650000,-0.000143651
6.652500,-0.000145504
6.655000,-0.000147319
6.657500,-0.000149095
6.660000,-0.000150832
6.662500,-0.000152528
6.665000,-0.000154182
6.667500,-0.000155795
6.670000,-0.000157365
6.672500,-0.000158892
6.675000,-0.000160374
6.677500,-0.000161812
6.680000,-0.000163205
6.682500,-0.000164551
6.685000,-0.000165851
6.687500,-0.000167103
6.690000,-0.000168308
6.692500,-0.000169463
6.695000,-0.000170570
6.697500,-0.000171628
6.700000,-0.000172635
6.702500,-0.000173592
6.705000,-0.000174498
6.707500,-0.000175352
6.710000,-0.000176154
6.712500,-0.000176905
6.715000,-0.000177552
6.717500,-0.000178282
6.720000,-0.000178839
6.722500,-0.000179409
6.725000,-0.000179936
6.727500,-0.000180410
6.730000,-0.000180828
6.732500,-0.000181191
6.735000,-0.000181497
6.737500,-0.000181746
6.740000,-0.000181898
6.742500,-0.000182056
6.745000,-0.000182184
6.747500,-0.000182266
6.750000,-0.000182266
6.752500,-0.000182266
6.755000,-0.000182266
6.757500,-0.000182266
6.760000,-0.000182029
6.762500,-0.000181757
6.765000,-0.000181437
6.767500,-0.000180886
6.770000,-0.000180541
6.772500,-0.000179885
6.775000,-0.000179267
6.777500,-0.000178612
6.780000,-0.000177908
6.782500,-0.000177152
6.785000,-0.000176345
6.787500,-0.000175486
6.790000,-0.000174577
6.792500,-0.000173618
6.795000,-0.000172610
6.797500,-0.000171552
6.800000,-0.000170297
6.802500,-0.000169256
6.805000,-0.000167922
6.807500,-0.000166654
6.810000,-0.000165351
6.812500,-0.000164006
6.815000,-0.000162620
6.817500,-0.000161192
6.820000,-0.000159724
6.822500,-0.000158216
6.825000,-0.000156668
6.827500,-0.000155083
6.830000,-0.000153459
6.832500,-0.000151799
6.835000,-0.000150103
6.837500,-0.000148371
6.840000,-0.000146604
6.842500,-0.000144804
6.845000,-0.000142971
6.847500,-0.000141106
6.850000,-0.000139209
6.852500,-0.000137282
6.855000,-0.000135325
6.857500,-0.000133339
6.860000,-0.000131324
6.862500,-0.000129283
6.865000,-0.000127215
6.867500,-0.000125121
6.870000,-0.000123003
6.872500,-0.000120860
6.875000,-0.000118694
6.877500,-0.000116506
6.880000,-0.000114296
6.882500,-0.000112066
6.885000,-0.000109815
6.887500,-0.000107545
6.890000,-0.000105257
6.892500,-0.000102952
6.895000,-0.000100629
6.897500,-0.000098291
6.900000,-0.000095868
6.902500,-0.000093602
6.905000,-0.000091157
6.907500,-0.000088798
6.910000,-0.000086429
6.912500,-0.000084047
6.915000,-0.000081653
6.917500,-0.000079248
6.920000,-0.000076833
6.922500,-0.000074408
6.925000,-0.000071974
6.927500,-0.000069532
6.930000,-0.000067083
6.932500,-0.000064628
6.935000,-0.000062167
6.937500,-0.000059700
6.940000,-0.000057230
6.942500,-0.000054757
6.945000,-0.000052280
6.947500,-0.000049802
6.950000,-0.000047323
6.952500,-0.000044843
6.955000,-0.000042363
6.957500,-0.000039885
6.960000,-0.000037408
6.962500,-0.000034934
6.965000,-0.000032463
6.967500,-0.000029996
6.970000,-0.000027534
6.972500,-0.000025077
6.975000,-0.000022626
6.977500,-0.000020182
6.980000,-0.000017745
6.982500,-0.000015317
6.985000,-0.000012897
6.987500,-0.000010487
6.990000,-0.000008087
6.992500,-0.000005697
6.995000,-0.000003320
6.997500,-0.000000954
7.000000,0.000001399
7.002500,0.000003805
7.005000,0.000006297
7.007500,0.000008863
7.010000,0.000011493
7.012500,0.000014183
7.015000,0.000016928
7.017500,0.000019726
7.020000,0.000022573
7.022500,0.000025467
7.025000,0.000028405
7.027500,0.000031385
7.030000,0.000034405
7.032500,0.000037464
7.035000,0.000040558
7.037500,0.000043687
7.040000,0.000046849
7.042500,0.000050041
7.045000,0.000053262
7.047500,0.000056511
7.050000,0.000059785
7.052500,0.000063083
7.055000,0.000066404
7.057500,0.000069745
7.060000,0.000073106
7.062500,0.000076484
7.065000,0.000079879
7.067500,0.000083288
7.070000,0.000086710
7.072500,0.000090143
7.075000,0.000093586
7.077500,0.000097037
7.080000,0.000100495
7.082500,0.000103958
7.085000,0.000107425
7.087500,0.000110894
7.090000,0.000114363
7.092500,0.000117832
7.095000,0.000121298
7.097500,0.000124760
7.100000,0.000128216
7.102500,0.000131665
7.105000,0.000135105
7.107500,0.000138535
7.110000,0.000141953
7.112500,0.000145357
7.115000,0.000148747
7.117500,0.000152120
7.120000,0.000155475
7.122500,0.000158810
7.125000,0.000162124
7.127500,0.000165415
7.130000,0.000168681
7.132500,0.000171922
7.135000,0.000175135
7.137500,0.000178318
7.140000,0.000181656
7.142500,0.000184959
7.145000,0.000188224
7.147500,0.000191449
7.150000,0.000194632
7.152500,0.000197772
7.155000,0.000200868
7.157500,0.000203954
7.160000,0.000206926
7.162500,0.000209912
7.165000,0.000212781
7.167500,0.000215665
7.170000,0.000218229
7.172500,0.000220852
7.175000,0.000223432
7.177500,0.000225957
7.180000,0.000228425
7.182500,0.000230833
7.185000,0.000233181
7.187500,0.000235467
7.190000,0.000237689
7.192500,0.000239847
7.195000,0.000241939
7.197500,0.000243963
7.200000,0.000245919
7.202500,0.000247805
7.205000,0.000249620
7.207500,0.000251362
7.210000,0.000253031
7.212500,0.000254625
7.215000,0.000256143
7.217500,0.000257585
7.220000,0.000258948
7.222500,0.000260233
7.225000,0.000261437
7.227500,0.000262367
7.230000,0.000263293
7.232500,0.000264145
7.235000,0.000264919
7.237500,0.000265614
7.240000,0.000266227
7.242500,0.000266527
7.245000,0.000266811
7.247500,0.000267131
7.250000,0.000267321
7.252500,0.000267321
7.255000,0.000267321
7.257500,0.000267249
7.260000,0.000267172
7.262500,0.000266986
7.265000,0.000266714
7.267500,0.000266263
7.270000,0.000265895
7.272500,0.000265437
7.275000,0.000264882
7.277500,0.000264243
7.280000,0.000263576
7.282500,0.000262787
7.285000,0.000261908
7.287500,0.000260947
7.290000,0.000259906
7.292500,0.000258785
7.295000,0.000257463
7.297500,0.000256307
7.300000,0.000254824
7.302500,0.000253381
7.305000,0.000251864
7.307500,0.000250266
7.310000,0.000248586
7.312500,0.000246826
7.315000,0.000244987
7.317500,0.000243070
7.320000,0.000241076
7.322500,0.000239005
7.325000,0.000236860
7.327500,0.000234640
7.330000,0.000232348
7.332500,0.000229985
7.335000,0.000227552
7.337500,0.000225050
7.340000,0.000222482
7.342500,0.000219847
7.345000,0.000217148
7.347500,0.000214387
7.350000,0.000211565
7.352500,0.000208684
7.355000,0.000205745
7.357500,0.000202750
7.360000,0.000199700
7.362500,0.000196599
7.365000,0.000193447
7.367500,0.000190246
7.370000,0.000186999
7.372500,0.000183706
7.375000,0.000180371
7.377500,0.000176995
7.380000,0.000173580
7.382500,0.000170128
7.385000,0.000166641
7.387500,0.000162859
7.390000,0.000159440
7.392500,0.000155607
7.395000,0.000151878
7.397500,0.000148132
7.400000,0.000144368
7.402500,0.000140589
7.405000,0.000136795
7.407500,0.000132991
7.410000,0.000129177
7.412500,0.000125356
7.415000,0.000121530
7.417500,0.000117701
7.420000,0.000113872
7.422500,0.000110044
7.425000,0.000106221
7.427500,0.000102403
7.430000,0.000098593
7.432500,0.000094793
7.435000,0.000091006
7.437500,0.000087233
7.440000,0.000083477
7.442500,0.000079739
7.445000,0.000076022
7.447500,0.000072329
7.450000,0.000068659
7.452500,0.000065017
7.455000,0.000061404
7.457500,0.000057823
7.460000,0.000054274
7.462500,0.000050760
7.465000,0.000047284
7.467500,0.000043847
7.470000,0.000040452
7.472500,0.000037100
7.475000,0.000033794
7.477500,0.000030537
7.480000,0.000027329
7.482500,0.000024174
7.485000,0.000021075
7.487500,0.000018034
7.490000,0.000015055
7.492500,0.000012142
7.495000,0.000009299
7.497500,0.000006534
7.500000,0.000003863
7.502500,0.000001254
7.505000,-0.000001360
7.507500,-0.000003982
7.510000,-0.000006610
7.512500,-0.000009244
7.515000,-0.000011884
7.517500,-0.000014529
7.520000,-0.000017179
7.522500,-0.000019832
7.525000,-0.000022490
7.527500,-0.000025150
7.530000,-0.000027813
7.532500,-0.000030477
7.535000,-0.000033142
7.537500,-0.000035808
7.540000,-0.000038473
7.542500,-0.000041137
7.545000,-0.000043800
7.547500,-0.000046460
7.550000,-0.000049117
7.552500,-0.000051770
7.555000,-0.000054418
7.557500,-0.000057061
7.560000,-0.000059697
7.562500,-0.000062327
7.565000,-0.000064949
7.567500,-0.000067562
7.570000,-0.000070166
7.572500,-0.000072759
7.575000,-0.000075342
7.577500,-0.000077912
7.580000,-0.000080470
7.582500,-0.000083015
7.585000,-0.000085545
7.587500,-0.000088060
7.590000,-0.000090558
7.592500,-0.000093040
7.595000,-0.000095504
7.597500,-0.000097950
7.600000,-0.000100376
7.602500,-0.000102782
7.605000,-0.000105167
7.607500,-0.000107530
7.610000,-0.000109870
7.612500,-0.000112186
7.615000,-0.000114478
7.617500,-0.000116744
7.620000,-0.000118984
7.622500,-0.000121197
7.625000,-0.000123382
7.627500,-0.000125467
7.630000,-0.000127690
7.632500,-0.000129721
7.635000,-0.000131879
7.637500,-0.000133849
7.640000,-0.000135874
7.642500,-0.000137871
7.645000,-0.000139834
7.647500,-0.000141761
7.650000,-0.000143651
7.652500,-0.000145504
7.655000,-0.000147319
7.657500,-0.000149095
7.660000,-0.000150832
7.662500,-0.000152528
7.665000,-0.000154182
7.667500,-0.000155795
7.670000,-0.000157365
7.672500,-0.000158892
7.675000,-0.000160374
7.677500,-0.000161812
7.680000,-0.000163205
7.682500,-0.000164551
7.685000,-0.000165851
7.687500,-0.000167103
7.690000,-0.000168308
7.692500,-0.000169463
7.695000,-0.000170570
7.697500,-0.000171628
7.700000,-0.000172635
7.702500,-0.000173592
7.705000,-0.000174498
7.707500,-0.000175352
7.710000,-0.000176154
7.712500,-0.000176905
7.715000,-0.000177552
7.717500,-0.000178282
7.720000,-0.000178839
7.722500,-0.000179409
7.725000,-0.000179936
7.727500,-0.000180410
7.730000,-0.000180828
7.732500,-0.000181191
7.735000,-0.000181497
7.737500,-0.000181746
7.740000,-0.000181898
7.742500,-0.000182056
7.745000,-0.000182184
7.747500,-0.000182266
7.750000,-0.000182266
7.752500,-0.000182266
7.755000,-0.000182266
7.757500,-0.000182266
7.760000,-0.000182029
7.762500,-0.000181757
7.765000,-0.000181437
7.767500,-0.000180886
7.770000,-0.000180541
7.772500,-0.000179885
7.775000,-0.000179267
7.777500,-0.000178612
7.780000,-0.000177908
7.782500,-0.000177152
7.785000,-0.000176345
7.787500,-0.000175486
7.790000,-0.000174577
7.792500,-0.000173618
7.795000,-0.000172610
7.797500,-0.000171552
7.800000,-0.000170297
7.802500,-0.000169256
7.805000,-0.000167922
7.807500,-0.000166654
7.810000,-0.000165351
7.812500,-0.000164006
7.815000,-0.000162620
7.817500,-0.000161192
7.820000,-0.000159724
7.822500,-0.000158216
7.825000,-0.000156668
7.827500,-0.000155083
7.830000,-0.000153459
7.832500,-0.000151799
7.835000,-0.000150103
7.837500,-0.000148371
7.840000,-0.000146604
7.842500,-0.000144804
7.845000,-0.000142971
7.847500,-0.000141106
7.850000,-0.000139209
7.852500,-0.000137282
7.855000,-0.000135325
7.857500,-0.000133339
7.860000,-0.000131324
7.862500,-0.000129283
7.865000,-0.000127215
7.867500,-0.000125121
7.870000,-0.000123003
7.872500,-0.000120860
7.875000,-0.000118694
7.877500,-0.000116506
7.880000,-0.000114296
7.882500,-0.000112066
7.885000,-0.000109815
7.887500,-0.000107545
7.890000,-0.000105257
7.892500,-0.000102952
7.895000,-0.000100629
7.897500,-0.000098291
7.900000,-0.000095868
7.902500,-0.000093602
7.905000,-0.000091157
7.907500,-0.000088798
7.910000,-0.000086429
7.912500,-0.000084047
7.915000,-0.000081653
7.917500,-0.000079248
7.920000,-0.000076833
7.922500,-0.000074408
7.925000,-0.000071974
7.927500,-0.000069532
7.930000,-0.000067083
7.932500,-0.000064628
7.935000,-0.000062167
7.937500,-0.000059700
7.940000,-0.000057230
7.942500,-0.000054757
7.945000,-0.000052280
7.947500,-0.000049802
7.950000,-0.000047323
7.952500,-0.000044843
7.955000,-0.000042363
7.957500,-0.000039885
7.960000,-0.000037408
7.962500,-0.000034934
7.965000,-0.000032463
7.967500,-0.000029996
7.970000,-0.000027534
7.972500,-0.000025077
7.975000,-0.000022626
7.977500,-0.000020182
7.980000,-0.000017745
7.982500,-0.000015317
7.985000,-0.000012897
7.987500,-0.000010487
7.990000,-0.000008087
7.992500,-0.000005697
7.995000,-0.000003320
7.997500,-0.000000954
8.000000,0.000001399
8.002500,0.000003805
8.005000,0.000006297
8.007500,0.000008863
8.010000,0.000011493
8.012500,0.000014183
8.015000,0.000016928
8.017500,0.000019726
8.020000,0.000022573
8.022500,0.000025467
8.025000,0.000028405
8.027500,0.000031385
8.030000,0.000034405
8.032500,0.000037464
8.035000,0.000040558
8.037500,0.000043687
8.040000,0.000046849
8.042500,0.000050041
8.045000,0.000053262
8.047500,0.000056511
8.050000,0.000059785
8.052500,0.000063083
8.055000,0.000066404
8.057500,0.000069745
8.060000,0.000073106
8.062500,0.000076484
8.065000,0.000079879
8.067500,0.000083288
8.070000,0.000086710
8.072500,0.000090143
8.075000,0.000093586
8.077500,0.000097037
8.080000,0.000100495
8.082500,0.000103958
8.085000,0.000107425
8.087500,0.000110894
8.090000,0.000114363
8.092500,0.000117832
8.095000,0.000121298
8.097500,0.000124760
8.100000,0.000128216
8.102500,0.000131665
8.105000,0.000135105
8.107500,0.000138535
8.110000,0.000141953
8.112500,0.000145357
8.115000,0.000148747
8.117500,0.000152120
8.120000,0.000155475
8.122500,0.000158810
8.125000,0.000162124
8.127500,0.000165415
8.130000,0.000168681
8.132500,0.000171922
8.135000,0.000175135
8.137500,0.000178318
8.140000,0.000181656
8.142500,0.000184959
8.145000,0.000188224
8.147500,0.000191449
8.150000,0.000194632
8.152500,0.000197772
8.155000,0.000200868
8.157500,0.000203954
8.160000,0.000206926
8.162500,0.000209912
8.165000,0.000212781
8.167500,0.000215665
8.170000,0.000218229
8.172500,0.000220852
8.175000,0.000223432
8.177500,0.000225957
