t,right_hip2_joint
0.252500,-0.000018928
0.255000,-0.000018990
0.257500,-0.000019043
0.260000,-0.000019086
0.262500,-0.000019119
0.265000,-0.000019119
0.267500,-0.000019119
0.270000,-0.000019151
0.272500,-0.000019151
0.275000,-0.000019151
0.277500,-0.000019151
0.280000,-0.000019092
0.282500,-0.000019037
0.285000,-0.000018976
0.287500,-0.000018905
0.290000,-0.000018823
0.292500,-0.000018731
0.295000,-0.000018627
0.297500,-0.000018513
0.300000,-0.000018387
0.302500,-0.000018250
0.305000,-0.000018053
0.307500,-0.000017924
0.310000,-0.000017711
0.312500,-0.000017519
0.315000,-0.000017318
0.317500,-0.000017107
0.320000,-0.000016883
0.322500,-0.000016649
0.325000,-0.000016402
0.327500,-0.000016144
0.330000,-0.000015874
0.332500,-0.000015593
0.335000,-0.000015300
0.337500,-0.000014995
0.340000,-0.000014679
0.342500,-0.000014352
0.345000,-0.000014012
0.347500,-0.000013662
0.350000,-0.000013300
0.352500,-0.000012926
0.355000,-0.000012541
0.357500,-0.000012146
0.360000,-0.000011739
0.362500,-0.000011321
0.365000,-0.000010892
0.367500,-0.000010453
0.370000,-0.000010003
0.372500,-0.000009543
0.375000,-0.000009073
0.377500,-0.000008593
0.380000,-0.000008102
0.382500,-0.000007602
0.385000,-0.000007093
0.387500,-0.000006575
0.390000,-0.000006047
0.392500,-0.000005511
0.395000,-0.000004967
0.397500,-0.000004414
0.400000,-0.000003853
0.402500,-0.000003285
0.405000,-0.000002710
0.407500,-0.000002128
0.410000,-0.000001539
0.412500,-0.000000944
0.415000,-0.000000343
0.417500,0.000000267
0.420000,0.000000911
0.422500,0.000001595
0.425000,0.000002317
0.427500,0.000003075
0.430000,0.000003870
0.432500,0.000004765
0.435000,0.000005573
0.437500,0.000006540
0.440000,0.000007484
0.442500,0.000008462
0.445000,0.000009477
0.447500,0.000010529
0.450000,0.000011618
0.452500,0.000012745
0.455000,0.000013910
0.457500,0.000015112
0.460000,0.000016353
0.462500,0.000017633
0.465000,0.000018950
0.467500,0.000020307
0.470000,0.000021702
0.472500,0.000023136
0.475000,0.000024609
0.477500,0.000026120
0.480000,0.000027669
0.482500,0.000029257
0.485000,0.000030882
0.487500,0.000032545
0.490000,0.000034245
0.492500,0.000035981
0.495000,0.000037753
0.497500,0.000039560
0.500000,0.000041401
0.502500,0.000043275
0.505000,0.000045183
0.507500,0.000047121
0.510000,0.000049090
0.512500,0.000051088
0.515000,0.000053114
0.517500,0.000055166
0.520000,0.000057243
0.522500,0.000059344
0.525000,0.000061466
0.527500,0.000063608
0.530000,0.000065768
0.532500,0.000067944
0.535000,0.000070134
0.537500,0.000072336
0.540000,0.000074548
0.542500,0.000076767
0.545000,0.000079077
0.547500,0.000081473
0.550000,0.000083880
0.552500,0.000086286
0.555000,0.000088685
0.557500,0.000091075
0.560000,0.000093453
0.562500,0.000095816
0.565000,0.000098160
0.567500,0.000100483
0.570000,0.000102781
0.572500,0.000105052
0.575000,0.000107290
0.577500,0.000109494
0.580000,0.000111661
0.582500,0.000113786
0.585000,0.000115866
0.587500,0.000117898
0.590000,0.000119879
0.592500,0.000121806
0.595000,0.000123675
0.597500,0.000125482
0.600000,0.000127226
0.602500,0.000128318
0.605000,0.000129303
0.607500,0.000130201
0.610000,0.000130894
0.612500,0.000131546
0.615000,0.000132042
0.617500,0.000132561
0.620000,0.000132966
0.622500,0.000133141
0.625000,0.000133253
0.627500,0.000133253
0.630000,0.000133253
0.632500,0.000133141
0.635000,0.000132959
0.637500,0.000132688
0.640000,0.000132335
0.642500,0.000131904
0.645000,0.000131394
0.647500,0.000130808
0.650000,0.000129963
0.652500,0.000129370
0.655000,0.000128382
0.657500,0.000127473
0.660000,0.000126502
0.662500,0.000125458
0.665000,0.000124341
0.667500,0.000123153
0.670000,0.000121894
0.672500,0.000120568
0.675000,0.000119175
0.677500,0.000117718
0.680000,0.000116200
0.682500,0.000114621
0.685000,0.000112984
0.687500,0.000111293
0.690000,0.000109548
0.692500,0.000107753
0.695000,0.000105911
0.697500,0.000104023
0.700000,0.000102093
0.702500,0.000100123
0.705000,0.000098116
0.707500,0.000096075
0.710000,0.000094002
0.712500,0.000091901
0.715000,0.000089775
0.717500,0.000087625
0.720000,0.000085456
0.722500,0.000083269
0.725000,0.000081068
0.727500,0.000078856
0.730000,0.000076635
0.732500,0.000074408
0.735000,0.000072178
0.737500,0.000069948
0.740000,0.000067719
0.742500,0.000065257
0.745000,0.000063184
0.747500,0.000060756
0.750000,0.000058481
0.752500,0.000056229
0.755000,0.000053996
0.757500,0.000051786
0.760000,0.000049601
0.762500,0.000047441
0.765000,0.000045310
0.767500,0.000043208
0.770000,0.000041138
0.772500,0.000039101
0.775000,0.000037097
0.777500,0.000035130
0.780000,0.000033199
0.782500,0.000031305
0.785000,0.000029451
0.787500,0.000027636
0.790000,0.000025861
0.792500,0.000024127
0.795000,0.000022434
0.797500,0.000020784
0.800000,0.000019176
0.802500,0.000017610
0.805000,0.000016087
0.807500,0.000014607
0.810000,0.000013171
0.812500,0.000011778
0.815000,0.000010428
0.817500,0.000009121
0.820000,0.000007859
0.822500,0.000006640
0.825000,0.000005466
0.827500,0.000004337
0.830000,0.000003255
0.832500,0.000002225
0.835000,0.000001245
0.837500,0.000000273
0.840000,-0.000000699
0.842500,-0.000001670
0.845000,-0.000002639
0.847500,-0.000003606
0.850000,-0.000004571
0.852500,-0.000005532
0.855000,-0.000006490
0.857500,-0.000007444
0.860000,-0.000008393
0.862500,-0.000009337
0.865000,-0.000010275
0.867500,-0.000011207
0.870000,-0.000012131
0.872500,-0.000013048
0.875000,-0.000013958
0.877500,-0.000014858
0.880000,-0.000015750
0.882500,-0.000016632
0.885000,-0.000017504
0.887500,-0.000018365
0.890000,-0.000019215
0.892500,-0.000020054
0.895000,-0.000020881
0.897500,-0.000021696
0.900000,-0.000022498
0.902500,-0.000023287
0.905000,-0.000024062
0.907500,-0.000024823
0.910000,-0.000025571
0.912500,-0.000026304
0.915000,-0.000027022
0.917500,-0.000027725
0.920000,-0.000028413
0.922500,-0.000029086
0.925000,-0.000029743
0.927500,-0.000030384
0.930000,-0.000031009
0.932500,-0.000031618
0.935000,-0.000032211
0.937500,-0.000032787
0.940000,-0.000033348
0.942500,-0.000033891
0.945000,-0.000034419
0.947500,-0.000034930
0.950000,-0.000035424
0.952500,-0.000035902
0.955000,-0.000036364
0.957500,-0.000036810
0.960000,-0.000037239
0.962500,-0.000037653
0.965000,-0.000038050
0.967500,-0.000038432
0.970000,-0.000038798
0.972500,-0.000039148
0.975000,-0.000039483
0.977500,-0.000039784
0.980000,-0.000040116
0.982500,-0.000040389
0.985000,-0.000040672
0.987500,-0.000040942
0.990000,-0.000041198
0.992500,-0.000041440
0.995000,-0.000041667
0.997500,-0.000041880
1.000000,-0.000042080
1.002500,-0.000042266
1.005000,-0.000042438
1.007500,-0.000042597
1.010000,-0.000042743
1.012500,-0.000042876
1.015000,-0.000042996
1.017500,-0.000043104
1.020000,-0.000043199
1.022500,-0.000043282
1.025000,-0.000043352
1.027500,-0.000043411
1.030000,-0.000043449
1.032500,-0.000043490
1.035000,-0.000043523
1.037500,-0.000043546
1.040000,-0.000043558
1.042500,-0.000043558
1.045000,-0.000043558
1.047500,-0.000043558
1.050000,-0.000043515
1.052500,-0.000043464
1.055000,-0.000043402
1.057500,-0.000043329
1.060000,-0.000043243
1.062500,-0.000043146
1.065000,-0.000043036
1.067500,-0.000042865
1.070000,-0.000042757
1.072500,-0.000042566
1.075000,-0.000042390
1.077500,-0.000042206
1.080000,-0.000042010
1.082500,-0.000041802
1.085000,-0.000041581
1.087500,-0.000041347
1.090000,-0.000041099
1.092500,-0.000040839
1.095000,-0.000040565
1.097500,-0.000040278
1.100000,-0.000039977
1.102500,-0.000039663
1.105000,-0.000039334
1.107500,-0.000038992
1.110000,-0.000038636
1.112500,-0.000038265
1.115000,-0.000037880
1.117500,-0.000037481
1.120000,-0.000037067
1.122500,-0.000036639
1.125000,-0.000036196
1.127500,-0.000035738
1.130000,-0.000035266
1.132500,-0.000034780
1.135000,-0.000034278
1.137500,-0.000033762
1.140000,-0.000033232
1.142500,-0.000032686
1.145000,-0.000032127
1.147500,-0.000031553
1.150000,-0.000030965
1.152500,-0.000030363
1.155000,-0.000029747
1.157500,-0.000029117
1.160000,-0.000028473
1.162500,-0.000027816
1.165000,-0.000027146
1.167500,-0.000026463
1.170000,-0.000025722
1.172500,-0.000025066
1.175000,-0.000024305
1.177500,-0.000023583
1.180000,-0.000022852
1.182500,-0.000022109
1.185000,-0.000021356
1.187500,-0.000020592
1.190000,-0.000019817
1.192500,-0.000019034
1.195000,-0.000018241
1.197500,-0.000017439
1.200000,-0.000016629
1.202500,-0.000015811
1.205000,-0.000014986
1.207500,-0.000014154
1.210000,-0.000013316
1.212500,-0.000012472
1.215000,-0.000011623
1.217500,-0.000010769
1.220000,-0.000009912
1.222500,-0.000009050
1.225000,-0.000008186
1.227500,-0.000007320
1.230000,-0.000006452
1.232500,-0.000005582
1.235000,-0.000004713
1.237500,-0.000003843
1.240000,-0.000002974
1.242500,-0.000002106
1.245000,-0.000001240
1.247500,-0.000000376
1.250000,0.000000485
1.252500,0.000001375
1.255000,0.000002314
1.257500,0.000003297
1.260000,0.000004321
1.262500,0.000005385
1.265000,0.000006487
1.267500,0.000007629
1.270000,0.000008808
1.272500,0.000010025
1.275000,0.000011280
1.277500,0.000012573
1.280000,0.000013903
1.282500,0.000015270
1.285000,0.000016675
1.287500,0.000018117
1.290000,0.000019595
1.292500,0.000021110
1.295000,0.000022661
1.297500,0.000024248
1.300000,0.000025870
1.302500,0.000027527
1.305000,0.000029218
1.307500,0.000030943
1.310000,0.000032701
1.312500,0.000034490
1.315000,0.000036311
1.317500,0.000038162
1.320000,0.000040042
1.322500,0.000041949
1.325000,0.000043884
1.327500,0.000045844
1.330000,0.000047828
1.332500,0.000049834
1.335000,0.000051862
1.337500,0.000053909
1.340000,0.000055974
1.342500,0.000058055
1.345000,0.000060150
1.347500,0.000062257
1.350000,0.000064374
1.352500,0.000066500
1.355000,0.000068631
1.357500,0.000070767
1.360000,0.000072904
1.362500,0.000075040
1.365000,0.000077173
1.367500,0.000079351
1.370000,0.000081648
1.372500,0.000083930
1.375000,0.000086199
1.377500,0.000088452
1.380000,0.000090683
1.382500,0.000092891
1.385000,0.000095073
1.387500,0.000097226
1.390000,0.000099346
1.392500,0.000101431
1.395000,0.000103478
1.397500,0.000105483
1.400000,0.000107445
1.402500,0.000109360
1.405000,0.000111224
1.407500,0.000113037
1.410000,0.000114794
1.412500,0.000116493
1.415000,0.000118131
1.417500,0.000119705
1.420000,0.000121214
1.422500,0.000122654
1.425000,0.000124024
1.427500,0.000125320
1.430000,0.000126541
1.432500,0.000127685
1.435000,0.000128749
1.437500,0.000129732
1.440000,0.000130631
1.442500,0.000131333
1.445000,0.000131996
1.447500,0.000132503
1.450000,0.000133036
1.452500,0.000133454
1.455000,0.000133643
1.457500,0.000133772
1.460000,0.000133772
1.462500,0.000133772
1.465000,0.000133721
1.467500,0.000133569
1.470000,0.000133320
1.472500,0.000132987
1.475000,0.000132575
1.477500,0.000132084
1.480000,0.000131515
1.482500,0.000130690
1.485000,0.000130110
1.487500,0.000129139
1.490000,0.000128242
1.492500,0.000127284
1.495000,0.000126251
1.497500,0.000125146
1.500000,0.000123969
1.502500,0.000122721
1.505000,0.000121406
1.507500,0.000120023
1.510000,0.000118576
1.512500,0.000117067
1.515000,0.000115497
1.517500,0.000113869
1.520000,0.000112185
1.522500,0.000110448
1.525000,0.000108660
1.527500,0.000106823
1.530000,0.000104941
1.532500,0.000103016
1.535000,0.000101050
1.537500,0.000099046
1.540000,0.000097008
1.542500,0.000094937
1.545000,0.000092838
1.547500,0.000090712
1.550000,0.000088562
1.552500,0.000086391
1.555000,0.000084203
1.557500,0.000082000
1.560000,0.000079785
1.562500,0.000077560
1.565000,0.000075328
1.567500,0.000073093
1.570000,0.000070856
1.572500,0.000068621
1.575000,0.000066149
1.577500,0.000064068
1.580000,0.000061630
1.582500,0.000059344
1.585000,0.000057080
1.587500,0.000054836
1.590000,0.000052613
1.592500,0.000050414
1.595000,0.000048242
1.597500,0.000046097
1.600000,0.000043981
1.602500,0.000041896
1.605000,0.000039844
1.607500,0.000037826
1.610000,0.000035843
1.612500,0.000033897
1.615000,0.000031988
1.617500,0.000030118
1.620000,0.000028287
1.622500,0.000026496
1.625000,0.000024746
1.627500,0.000023037
1.630000,0.000021371
1.632500,0.000019746
1.635000,0.000018164
1.637500,0.000016625
1.640000,0.000015130
1.642500,0.000013677
1.645000,0.000012268
1.647500,0.000010902
1.650000,0.000009579
1.652500,0.000008301
1.655000,0.000007066
1.657500,0.000005876
1.660000,0.000004731
1.662500,0.000003632
1.665000,0.000002583
1.667500,0.000001590
1.670000,0.000000616
1.672500,-0.000000357
1.675000,-0.000001329
1.677500,-0.000002300
1.680000,-0.000003268
1.682500,-0.000004235
1.685000,-0.000005198
1.687500,-0.000006158
1.690000,-0.000007114
1.692500,-0.000008065
1.695000,-0.000009011
1.697500,-0.000009952
1.700000,-0.000010886
1.702500,-0.000011814
1.705000,-0.000012734
1.707500,-0.000013646
1.710000,-0.000014550
1.712500,-0.000015445
1.715000,-0.000016331
1.717500,-0.000017207
1.720000,-0.000018072
1.722500,-0.000018926
1.725000,-0.000019769
1.727500,-0.000020601
1.730000,-0.000021420
1.732500,-0.000022226
1.735000,-0.000023020
1.737500,-0.000023800
1.740000,-0.000024566
1.742500,-0.000025319
1.745000,-0.000026057
1.747500,-0.000026780
1.750000,-0.000027489
1.752500,-0.000028182
1.755000,-0.000028860
1.757500,-0.000029522
1.760000,-0.000030169
1.762500,-0.000030799
1.765000,-0.000031414
1.767500,-0.000032012
1.770000,-0.000032594
1.772500,-0.000033160
1.775000,-0.000033710
1.777500,-0.000034243
1.780000,-0.000034759
1.782500,-0.000035259
1.785000,-0.000035743
1.787500,-0.000036210
1.790000,-0.000036661
1.792500,-0.000037096
1.795000,-0.000037515
1.797500,-0.000037918
1.800000,-0.000038305
1.802500,-0.000038676
1.805000,-0.000039032
1.807500,-0.000039372
1.810000,-0.000039677
1.812500,-0.000040014
1.815000,-0.000040293
1.817500,-0.000040580
1.820000,-0.000040855
1.822500,-0.000041116
1.825000,-0.000041362
1.827500,-0.000041594
1.830000,-0.000041812
1.832500,-0.000042016
1.835000,-0.000042207
1.837500,-0.000042384
1.840000,-0.000042547
1.842500,-0.000042697
1.845000,-0.000042835
1.847500,-0.000042959
1.850000,-0.000043071
1.852500,-0.000043170
1.855000,-0.000043257
1.857500,-0.000043331
1.860000,-0.000043394
1.862500,-0.000043444
1.865000,-0.000043476
1.867500,-0.000043510
1.870000,-0.000043535
1.872500,-0.000043551
1.875000,-0.000043551
1.877500,-0.000043551
1.880000,-0.000043551
1.882500,-0.000043519
1.885000,-0.000043475
1.887500,-0.000043418
1.890000,-0.000043350
1.892500,-0.000043269
1.895000,-0.000043175
1.897500,-0.000043070
1.900000,-0.000042904
1.902500,-0.000042800
1.905000,-0.000042613
1.907500,-0.000042443
1.910000,-0.000042263
1.912500,-0.000042071
1.915000,-0.000041867
1.917500,-0.000041650
1.920000,-0.000041421
1.922500,-0.000041178
1.925000,-0.000040922
1.927500,-0.000040653
1.930000,-0.000040371
1.932500,-0.000040074
1.935000,-0.000039765
1.937500,-0.000039441
1.940000,-0.000039104
1.942500,-0.000038752
1.945000,-0.000038386
1.947500,-0.000038006
1.950000,-0.000037612
1.952500,-0.000037203
1.955000,-0.000036780
1.957500,-0.000036342
1.960000,-0.000035889
1.962500,-0.000035422
1.965000,-0.000034940
1.967500,-0.000034444
1.970000,-0.000033933
1.972500,-0.000033407
1.975000,-0.000032867
1.977500,-0.000032312
1.980000,-0.000031743
1.982500,-0.000031160
1.985000,-0.000030562
1.987500,-0.000029951
1.990000,-0.000029326
1.992500,-0.000028687
1.995000,-0.000028034
1.997500,-0.000027369
2.000000,-0.000026690
2.002500,-0.000025953
2.005000,-0.000025301
2.007500,-0.000024544
2.010000,-0.000023869
2.012500,-0.000023088
2.015000,-0.000022348
2.017500,-0.000021598
2.020000,-0.000020838
2.022500,-0.000020068
2.025000,-0.000019287
2.027500,-0.000018498
2.030000,-0.000017699
2.032500,-0.000016892
2.035000,-0.000016077
2.037500,-0.000015255
2.040000,-0.000014425
2.042500,-0.000013590
2.045000,-0.000012748
2.047500,-0.000011901
2.050000,-0.000011049
2.052500,-0.000010193
2.055000,-0.000009333
2.057500,-0.000008470
2.060000,-0.000007604
2.062500,-0.000006737
2.065000,-0.000005868
2.067500,-0.000004998
2.070000,-0.000004128
2.072500,-0.000003259
2.075000,-0.000002391
2.077500,-0.000001524
2.080000,-0.000000660
2.082500,0.000000201
2.085000,0.000001075
2.087500,0.000001999
2.090000,0.000002967
2.092500,0.000003978
2.095000,0.000005028
2.097500,0.000006118
2.100000,0.000007246
2.102500,0.000008413
2.105000,0.000009618
2.107500,0.000010860
2.110000,0.000012140
2.112500,0.000013458
2.115000,0.000014812
2.117500,0.000016205
2.120000,0.000017634
2.122500,0.000019100
2.125000,0.000020603
2.127500,0.000022142
2.130000,0.000023717
2.132500,0.000025327
2.135000,0.000026973
2.137500,0.000028652
2.140000,0.000030366
2.142500,0.000032113
2.145000,0.000033892
2.147500,0.000035702
2.150000,0.000037543
2.152500,0.000039413
2.155000,0.000041312
2.157500,0.000043237
2.160000,0.000045189
2.162500,0.000047165
2.165000,0.000049164
2.167500,0.000051185
2.170000,0.000053226
2.172500,0.000055285
2.175000,0.000057361
2.177500,0.000059451
2.180000,0.000061554
2.182500,0.000063668
2.185000,0.000065791
2.187500,0.000067921
2.190000,0.000070055
2.192500,0.000072192
2.195000,0.000074328
2.197500,0.000076463
2.200000,0.000078592
2.202500,0.000080881
2.205000,0.000083170
2.207500,0.000085445
2.210000,0.000087703
2.212500,0.000089942
2.215000,0.000092159
2.217500,0.000094349
2.220000,0.000096512
2.222500,0.000098643
2.225000,0.000100740
2.227500,0.000102800
2.230000,0.000104820
2.232500,0.000106796
2.235000,0.000108727
2.237500,0.000110609
2.240000,0.000112439
2.242500,0.000114215
2.245000,0.000115933
2.247500,0.000117592
2.250000,0.000119188
2.252500,0.000120719
2.255000,0.000122182
2.257500,0.000123575
2.260000,0.000124896
2.262500,0.000126143
2.265000,0.000127312
2.267500,0.000128403
2.270000,0.000129413
2.272500,0.000130341
2.275000,0.000131184
2.277500,0.000131834
2.280000,0.000132441
2.282500,0.000132892
2.285000,0.000133365
2.287500,0.000133550
2.290000,0.000133791
2.292500,0.000133901
2.295000,0.000133901
2.297500,0.000133901
2.300000,0.000133660
2.302500,0.000133403
2.305000,0.000133087
2.307500,0.000132740
2.310000,0.000132305
2.312500,0.000131771
2.315000,0.000130981
2.317500,0.000130421
2.320000,0.000129479
2.322500,0.000128607
2.325000,0.000127672
2.327500,0.000126663
2.330000,0.000125580
2.332500,0.000124425
2.335000,0.000123199
2.337500,0.000121905
2.340000,0.000120543
2.342500,0.000119116
2.345000,0.000117625
2.347500,0.000116074
2.350000,0.000114464
2.352500,0.000112797
2.355000,0.000111076
2.357500,0.000109303
2.360000,0.000107481
2.362500,0.000105612
2.365000,0.000103700
2.367500,0.000101746
2.370000,0.000099754
2.372500,0.000097725
2.375000,0.000095664
2.377500,0.000093573
2.380000,0.000091454
2.382500,0.000089311
2.385000,0.000087146
2.387500,0.000084962
2.390000,0.000082763
2.392500,0.000080550
2.395000,0.000078327
2.397500,0.000076097
2.400000,0.000073862
2.402500,0.000071624
2.405000,0.000069388
2.407500,0.000066913
2.410000,0.000064829
2.412500,0.000062387
2.415000,0.000060324
2.417500,0.000057910
2.420000,0.000055651
2.422500,0.000053417
2.425000,0.000051207
2.427500,0.000049022
2.430000,0.000046865
2.432500,0.000044736
2.435000,0.000042638
2.437500,0.000040573
2.440000,0.000038541
2.442500,0.000036544
2.445000,0.000034583
2.447500,0.000032659
2.450000,0.000030774
2.452500,0.000028928
2.455000,0.000027121
2.457500,0.000025356
2.460000,0.000023632
2.462500,0.000021950
2.465000,0.000020310
2.467500,0.000018712
2.470000,0.000017158
2.472500,0.000015646
2.475000,0.000014178
2.477500,0.000012753
2.480000,0.000011372
2.482500,0.000010034
2.485000,0.000008740
2.487500,0.000007489
2.490000,0.000006283
2.492500,0.000005122
2.495000,0.000004007
2.497500,0.000002940
2.500000,0.000001928
2.502500,0.000000952
2.505000,-0.000000021
2.507500,-0.000000994
2.510000,-0.000001966
2.512500,-0.000002936
2.515000,-0.000003903
2.517500,-0.000004868
2.520000,-0.000005830
2.522500,-0.000006788
2.525000,-0.000007741
2.527500,-0.000008689
2.530000,-0.000009632
2.532500,-0.000010569
2.535000,-0.000011499
2.537500,-0.000012422
2.540000,-0.000013337
2.542500,-0.000014244
2.545000,-0.000015143
2.547500,-0.000016032
2.550000,-0.000016911
2.552500,-0.000017780
2.555000,-0.000018639
2.557500,-0.000019486
2.560000,-0.000020321
2.562500,-0.000021145
2.565000,-0.000021956
2.567500,-0.000022754
2.570000,-0.000023538
2.572500,-0.000024310
2.575000,-0.000025067
2.577500,-0.000025810
2.580000,-0.000026538
2.582500,-0.000027252
2.585000,-0.000027950
2.587500,-0.000028633
2.590000,-0.000029301
2.592500,-0.000029953
2.595000,-0.000030589
2.597500,-0.000031209
2.600000,-0.000031813
2.602500,-0.000032401
2.605000,-0.000032972
2.607500,-0.000033527
2.610000,-0.000034065
2.612500,-0.000034588
2.615000,-0.000035093
2.617500,-0.000035582
2.620000,-0.000036055
2.622500,-0.000036512
2.625000,-0.000036952
2.627500,-0.000037377
2.630000,-0.000037785
2.632500,-0.000038177
2.635000,-0.000038553
2.637500,-0.000038914
2.640000,-0.000039260
2.642500,-0.000039570
2.645000,-0.000039912
2.647500,-0.000040195
2.650000,-0.000040487
2.652500,-0.000040767
2.655000,-0.000041033
2.657500,-0.000041284
2.660000,-0.000041521
2.662500,-0.000041743
2.665000,-0.000041952
2.667500,-0.000042147
2.670000,-0.000042328
2.672500,-0.000042496
2.675000,-0.000042650
2.677500,-0.000042792
2.680000,-0.000042920
2.682500,-0.000043036
2.685000,-0.000043140
2.687500,-0.000043231
2.690000,-0.000043309
2.692500,-0.000043376
2.695000,-0.000043430
2.697500,-0.000043465
2.700000,-0.000043502
2.702500,-0.000043532
2.705000,-0.000043551
2.707500,-0.000043558
2.710000,-0.000043558
2.712500,-0.000043558
2.715000,-0.000043528
2.717500,-0.000043487
2.720000,-0.000043434
2.722500,-0.000043369
2.725000,-0.000043292
2.727500,-0.000043203
2.730000,-0.000043102
2.732500,-0.000042988
2.735000,-0.000042811
2.737500,-0.000042700
2.740000,-0.000042504
2.742500,-0.000042325
2.745000,-0.000042137
2.747500,-0.000041937
2.750000,-0.000041724
2.752500,-0.000041499
2.755000,-0.000041260
2.757500,-0.000041009
2.760000,-0.000040744
2.762500,-0.000040466
2.765000,-0.000040175
2.767500,-0.000039870
2.770000,-0.000039551
2.772500,-0.000039218
2.775000,-0.000038871
2.777500,-0.000038510
2.780000,-0.000038134
2.782500,-0.000037745
2.785000,-0.000037341
2.787500,-0.000036922
2.790000,-0.000036489
2.792500,-0.000036042
2.795000,-0.000035579
2.797500,-0.000035102
2.800000,-0.000034611
2.802500,-0.000034105
2.805000,-0.000033584
2.807500,-0.000033048
2.810000,-0.000032499
2.812500,-0.000031934
2.815000,-0.000031356
2.817500,-0.000030763
2.820000,-0.000030156
2.822500,-0.000029536
2.825000,-0.000028901
2.827500,-0.000028253
2.830000,-0.000027592
2.832500,-0.000026918
2.835000,-0.000026231
2.837500,-0.000025485
2.840000,-0.000024825
2.842500,-0.000024060
2.845000,-0.000023335
2.847500,-0.000022600
2.850000,-0.000021854
2.852500,-0.000021097
2.855000,-0.000020330
2.857500,-0.000019553
2.860000,-0.000018766
2.862500,-0.000017970
2.865000,-0.000017166
2.867500,-0.000016353
2.870000,-0.000015533
2.872500,-0.000014706
2.875000,-0.000013872
2.877500,-0.000013032
2.880000,-0.000012186
2.882500,-0.000011336
2.885000,-0.000010481
2.887500,-0.000009622
2.890000,-0.000008760
2.892500,-0.000007895
2.895000,-0.000007028
2.897500,-0.000006160
2.900000,-0.000005290
2.902500,-0.000004420
2.905000,-0.000003551
2.907500,-0.000002682
2.910000,-0.000001815
2.912500,-0.000000950
2.915000,-0.000000087
2.917500,0.000000777
2.920000,0.000001684
2.922500,0.000002638
2.925000,0.000003635
2.927500,0.000004672
2.930000,0.000005749
2.932500,0.000006865
2.935000,0.000008019
2.937500,0.000009211
2.940000,0.000010441
2.942500,0.000011708
2.945000,0.000013013
2.947500,0.000014356
2.950000,0.000015736
2.952500,0.000017153
2.955000,0.000018606
2.957500,0.000020097
2.960000,0.000021624
2.962500,0.000023187
2.965000,0.000024786
2.967500,0.000026420
2.970000,0.000028088
2.972500,0.000029790
2.975000,0.000031526
2.977500,0.000033294
2.980000,0.000035094
2.982500,0.000036925
2.985000,0.000038786
2.987500,0.000040675
2.990000,0.000042592
2.992500,0.000044535
2.995000,0.000046503
2.997500,0.000048495
3.000000,0.000050509
3.002500,0.000052543
3.005000,0.000054596
3.007500,0.000056667
3.010000,0.000058752
3.012500,0.000060851
3.015000,0.000062962
3.017500,0.000065082
3.020000,0.000067210
3.022500,0.000069343
3.025000,0.000071479
